customer_key,customer_id,customer_country,first_order_date,last_order_date,total_orders,total_revenue,total_profit,avg_rating,avg_order_value,is_repeat_customer,customer_lifespan_days
16079,30621,Australia,2024-04-30,2025-02-08,3,3016.65,2971.32,3.2999999999999994,1005.55,True,284
16080,30622,UAE,2023-01-20,2024-12-02,4,2661.85,2589.27,3.15,665.46,True,682
16081,30623,India,2024-02-08,2024-02-08,1,1100.86,1083.58,1.0,1100.86,False,0
16082,30624,India,2025-01-12,2025-01-12,1,835.5,826.3,2.0,835.5,False,0
16083,30625,UK,2023-06-28,2025-02-20,3,3504.58,3474.32,2.8000000000000003,1168.19,True,603
16084,30626,Germany,2023-04-14,2024-10-13,3,3779.95,3713.8,2.5,1259.98,True,548
16085,30627,USA,2024-04-04,2024-12-23,2,2696.68,2663.31,2.9499999999999997,1348.34,True,263
16086,30628,Canada,2023-04-05,2024-06-11,4,1639.27,1580.87,3.1750000000000003,409.82,True,433
16087,30630,USA,2023-10-17,2024-10-17,2,1181.71,1148.88,3.0999999999999996,590.86,True,366
16088,30631,USA,2023-09-19,2024-11-03,3,1281.66,1263.5,3.533333333333333,427.22,True,411
16089,30632,UAE,2025-01-06,2025-01-06,1,283.18,269.93,2.0,283.18,False,0
16090,30633,UK,2023-01-17,2025-05-16,3,1818.26,1779.8,2.766666666666667,606.09,True,850
16091,30634,UAE,2023-09-23,2024-10-18,2,890.4,847.12,3.85,445.2,True,391
16092,30635,Germany,2024-11-27,2024-11-27,1,265.9,253.04,3.4,265.9,False,0
16093,30636,UAE,2023-11-07,2025-04-23,3,2021.63,1981.76,3.266666666666667,673.88,True,533
16094,30637,USA,2023-09-19,2025-05-30,5,3076.6,3024.28,3.46,615.32,True,619
16095,30638,Australia,2023-01-01,2024-03-29,4,4215.8,4162.29,3.15,1053.95,True,453
16096,30639,UK,2023-08-31,2024-11-21,4,2971.69,2932.29,2.3499999999999996,742.92,True,448
16097,30640,Australia,2023-03-13,2023-05-13,2,1884.04,1876.69,4.95,942.02,True,61
16098,30641,Canada,2024-05-26,2024-12-07,3,2249.4,2200.58,3.4666666666666663,749.8,True,195
16099,30642,India,2023-08-29,2024-12-21,3,3130.81,3097.91,2.966666666666667,1043.6,True,480
16100,30643,Canada,2024-02-18,2025-04-08,4,1391.19,1338.34,3.225,347.8,True,415
16101,30645,India,2024-12-15,2024-12-15,1,458.8,445.46,1.9,458.8,False,0
16102,30646,UK,2023-08-28,2025-06-04,2,3796.04,3762.63,2.15,1898.02,True,646
16103,30647,UAE,2023-08-25,2023-08-25,1,534.38,517.12,3.0,534.38,False,0
16104,30649,Canada,2023-08-17,2024-05-31,2,1513.94,1486.53,2.2,756.97,True,288
16105,30650,UK,2024-10-02,2024-11-10,2,3878.83,3857.1,3.55,1939.42,True,39
16106,30651,Germany,2025-04-09,2025-04-09,1,817.74,799.28,2.7,817.74,False,0
16107,30652,Canada,2023-04-23,2023-12-12,2,317.29,292.47,4.05,158.64,True,233
16108,30653,UAE,2023-05-13,2023-08-24,3,4250.54,4207.41,2.8000000000000003,1416.85,True,103
16109,30654,UAE,2023-07-05,2025-03-02,4,2743.01,2698.93,3.8,685.75,True,606
16110,30655,India,2023-09-14,2025-02-06,2,1255.58,1232.86,3.3499999999999996,627.79,True,511
16111,30656,USA,2024-06-04,2024-06-04,1,167.0,161.07,3.1,167.0,False,0
16112,30657,UAE,2025-01-27,2025-01-27,1,134.75,110.92,5.0,134.75,False,0
16113,30660,Australia,2025-01-11,2025-01-11,1,758.49,743.91,2.5,758.49,False,0
16114,30661,Canada,2025-01-05,2025-01-05,1,713.56,690.93,1.5,713.56,False,0
16115,30662,USA,2024-03-26,2024-03-26,1,1919.0,1903.87,1.5,1919.0,False,0
16116,30663,UK,2023-06-07,2024-12-23,4,2997.61,2948.28,2.55,749.4,True,565
16117,30664,India,2025-01-13,2025-04-10,2,702.73,674.5,3.35,351.36,True,87
16118,30665,Australia,2023-02-03,2023-02-03,1,1993.36,1971.56,1.5,1993.36,False,0
16119,30666,USA,2023-01-12,2023-01-12,1,1412.1,1402.92,3.2,1412.1,False,0
16120,30667,India,2025-05-10,2025-05-10,1,1060.15,1039.36,3.4,1060.15,False,0
16121,30668,Germany,2023-12-24,2023-12-24,1,1336.88,1327.46,3.0,1336.88,False,0
16122,30669,Canada,2023-07-15,2023-07-15,1,2354.44,2341.68,2.0,2354.44,False,0
16123,30672,UAE,2023-06-16,2024-05-13,4,3564.72,3505.9,3.325,891.18,True,332
16124,30673,USA,2024-02-25,2024-02-25,1,191.05,186.2,2.6,191.05,False,0
16125,30674,Germany,2024-10-25,2024-10-25,1,2108.31,2101.68,3.6,2108.31,False,0
16126,30676,India,2025-03-31,2025-03-31,1,616.26,595.11,3.8,616.26,False,0
16127,30678,Canada,2024-11-27,2024-11-27,1,353.64,334.87,4.0,353.64,False,0
16128,30679,Australia,2024-05-10,2025-01-18,3,2932.62,2904.19,2.8333333333333335,977.54,True,253
16129,30680,Canada,2023-04-17,2023-04-17,1,1170.15,1159.73,2.3,1170.15,False,0
16130,30681,India,2023-06-24,2025-04-27,2,1258.07,1235.71,2.35,629.04,True,673
16131,30682,Canada,2024-01-04,2024-01-04,1,638.0,635.04,4.3,638.0,False,0
16132,30684,Australia,2024-10-07,2024-10-07,1,1458.5,1442.4,3.0,1458.5,False,0
16133,30685,India,2023-10-29,2023-10-29,1,346.88,338.62,4.8,346.88,False,0
16134,30687,Canada,2024-02-17,2024-05-18,2,3223.78,3195.62,3.0,1611.89,True,91
16135,30688,UK,2023-07-28,2023-07-28,1,1130.4,1127.02,4.1,1130.4,False,0
16136,30691,Australia,2024-08-16,2024-08-16,1,1903.24,1898.49,2.0,1903.24,False,0
16137,30692,India,2024-04-10,2024-04-10,1,433.95,421.5,3.1,433.95,False,0
16138,30693,USA,2023-01-22,2024-08-12,5,6095.54,6026.23,3.9,1219.11,True,568
16139,30694,UK,2023-02-03,2023-02-03,1,1878.32,1854.34,4.1,1878.32,False,0
16140,30695,UK,2023-12-05,2025-05-18,2,1004.87,979.28,3.95,502.44,True,530
16141,30697,India,2025-05-04,2025-05-04,1,522.37,502.92,4.7,522.37,False,0
16142,30698,India,2024-01-12,2024-11-25,3,2977.75,2927.4,4.066666666666666,992.58,True,318
16143,30699,UAE,2023-07-28,2024-12-18,3,1788.66,1751.86,3.733333333333333,596.22,True,509
16144,30701,USA,2023-10-24,2025-04-08,3,2877.01,2843.1,3.3666666666666667,959.0,True,532
16145,30702,UK,2023-03-26,2024-05-12,3,2550.92,2507.04,2.8333333333333335,850.31,True,413
16146,30703,UK,2023-01-24,2024-08-26,2,231.38,200.12,2.1,115.69,True,580
16147,30704,USA,2023-11-15,2024-05-30,2,2511.29,2496.82,1.8,1255.64,True,197
16148,30705,Canada,2024-03-07,2025-02-19,4,7678.66,7618.25,3.7,1919.67,True,349
16149,30706,UK,2023-09-06,2024-03-25,2,1952.25,1915.89,3.8499999999999996,976.12,True,201
16150,30707,India,2023-06-04,2024-04-27,3,1195.33,1140.51,2.6666666666666665,398.44,True,328
16151,30708,Germany,2023-03-26,2023-03-29,2,1085.98,1041.98,3.65,542.99,True,3
16152,30709,UK,2024-12-27,2024-12-27,1,516.54,498.85,3.1,516.54,False,0
16153,30710,India,2023-07-15,2025-05-24,3,3200.83,3165.83,2.566666666666667,1066.94,True,679
16154,30711,Australia,2023-02-21,2023-02-21,1,123.29,117.35,4.4,123.29,False,0
16155,30712,Germany,2023-02-11,2025-06-08,5,5439.23,5409.23,4.12,1087.85,True,848
16156,30713,UAE,2024-01-07,2024-01-07,1,1347.48,1336.79,3.1,1347.48,False,0
16157,30714,USA,2025-05-27,2025-05-27,1,428.52,422.41,4.5,428.52,False,0
16158,30716,Australia,2023-09-20,2024-05-21,2,1775.58,1746.95,2.6,887.79,True,244
16159,30717,UAE,2023-02-02,2023-05-19,2,2177.73,2150.76,3.35,1088.86,True,106
16160,30718,Canada,2024-02-19,2024-02-19,1,2004.09,1985.43,4.9,2004.09,False,0
16161,30719,Germany,2025-06-16,2025-06-16,1,242.92,237.64,4.5,242.92,False,0
16162,30720,India,2025-03-23,2025-03-23,1,1629.84,1608.39,1.8,1629.84,False,0
16163,30721,UAE,2024-06-26,2025-04-27,3,4316.77,4261.26,2.966666666666667,1438.92,True,305
16164,30722,Germany,2024-07-06,2024-12-15,3,4236.46,4198.89,1.5333333333333332,1412.15,True,162
16165,30723,Germany,2024-05-16,2024-06-09,2,1095.32,1051.39,3.8,547.66,True,24
16166,30724,UK,2024-08-06,2024-08-06,1,2276.75,2259.26,4.2,2276.75,False,0
16167,30726,Australia,2024-08-25,2025-01-02,2,2449.45,2406.71,3.0,1224.72,True,130
16168,30727,USA,2025-01-14,2025-06-13,2,3393.99,3381.49,4.85,1697.0,True,150
16169,30728,UAE,2023-11-16,2023-11-16,1,2762.2,2757.85,4.4,2762.2,False,0
16170,30729,UK,2024-03-15,2024-03-15,1,484.99,463.12,4.4,484.99,False,0
16171,30730,Canada,2023-06-25,2023-06-25,1,470.75,462.46,4.3,470.75,False,0
16172,30731,USA,2024-04-26,2025-01-26,3,977.77,945.2,1.5999999999999999,325.92,True,275
16173,30732,UAE,2023-05-25,2023-07-23,2,1902.36,1864.8,2.8,951.18,True,59
16174,30734,USA,2023-11-12,2025-04-14,2,1775.59,1755.77,3.8,887.8,True,519
16175,30735,Canada,2023-08-19,2025-05-11,4,4135.98,4072.34,2.975,1033.99,True,631
16176,30736,UAE,2024-06-28,2024-06-28,1,284.07,259.71,3.4,284.07,False,0
16177,30737,Australia,2024-11-04,2025-01-21,2,1595.72,1555.31,2.3,797.86,True,78
16178,30738,India,2024-03-06,2025-06-04,3,1630.88,1593.15,2.6999999999999997,543.63,True,455
16179,30740,UK,2023-09-04,2025-04-29,2,1913.7,1887.93,2.45,956.85,True,603
16180,30741,USA,2023-03-05,2023-09-02,2,1052.44,1035.95,3.9000000000000004,526.22,True,181
16181,30742,Germany,2023-02-12,2023-02-12,1,1749.55,1728.06,4.9,1749.55,False,0
16182,30743,Canada,2024-07-14,2024-07-14,1,900.8,886.58,3.0,900.8,False,0
16183,30744,UAE,2025-05-04,2025-06-05,2,524.8,487.7,2.85,262.4,True,32
16184,30745,Australia,2023-12-06,2024-05-28,2,2815.9,2799.09,4.15,1407.95,True,174
16185,30746,Germany,2024-02-19,2024-03-18,2,718.7,677.76,1.85,359.35,True,28
16186,30747,UAE,2025-02-11,2025-02-11,1,477.6,462.76,2.8,477.6,False,0
16187,30749,UK,2024-11-17,2024-11-17,1,1448.8,1434.83,1.6,1448.8,False,0
16188,30751,Germany,2024-04-28,2025-05-05,2,1249.77,1225.74,4.2,624.88,True,372
16189,30752,UAE,2024-01-11,2024-12-28,2,1695.67,1666.79,3.15,847.84,True,352
16190,30754,Germany,2023-09-03,2024-11-02,2,3623.47,3590.37,4.25,1811.74,True,426
16191,30755,Canada,2023-06-14,2024-06-28,3,3266.59,3205.44,3.8000000000000003,1088.86,True,380
16192,30756,Australia,2023-11-22,2023-11-22,1,2100.0,2086.11,2.4,2100.0,False,0
16193,30757,Australia,2023-05-09,2023-05-09,1,136.58,112.6,4.7,136.58,False,0
16194,30759,UK,2023-04-04,2023-04-04,1,492.69,481.32,3.6,492.69,False,0
16195,30760,UK,2023-08-03,2023-10-05,2,3348.0,3321.41,3.9000000000000004,1674.0,True,63
16196,30761,Canada,2023-03-27,2025-03-04,2,1101.83,1076.03,4.65,550.92,True,708
16197,30764,Australia,2023-10-13,2023-10-13,1,237.91,226.1,2.9,237.91,False,0
16198,30766,Australia,2025-01-05,2025-01-05,1,2626.4,2617.02,1.3,2626.4,False,0
16199,30768,UAE,2023-12-29,2025-03-15,2,1393.72,1354.92,2.2,696.86,True,442
16200,30769,UAE,2023-04-13,2023-04-13,1,150.92,145.18,1.8,150.92,False,0
16201,30770,India,2024-04-25,2024-04-25,1,3168.6,3152.63,3.8,3168.6,False,0
16202,30771,USA,2023-08-01,2025-04-15,2,3902.33,3872.26,3.4,1951.16,True,623
16203,30773,Australia,2024-03-25,2024-03-25,1,883.2,873.98,1.1,883.2,False,0
16204,30774,USA,2023-06-15,2024-08-27,2,5595.68,5558.2,3.4,2797.84,True,439
16205,30775,Australia,2023-07-19,2024-02-03,2,1131.66,1115.79,2.9000000000000004,565.83,True,199
16206,30776,Canada,2024-04-12,2024-04-12,1,946.2,938.93,4.0,946.2,False,0
16207,30778,Canada,2023-03-18,2025-02-19,3,4633.1,4601.5,2.966666666666667,1544.37,True,704
16208,30779,India,2023-09-11,2024-09-12,4,3311.67,3271.15,2.85,827.92,True,367
16209,30780,Australia,2023-04-17,2024-10-12,3,886.08,839.35,3.5666666666666664,295.36,True,544
16210,30781,Australia,2023-02-13,2025-02-05,4,982.25,949.65,3.425,245.56,True,723
16211,30782,UK,2023-09-01,2023-09-01,1,2536.76,2517.81,1.8,2536.76,False,0
16212,30783,USA,2024-05-30,2025-02-01,2,453.98,442.56,2.8,226.99,True,247
16213,30784,Canada,2023-04-07,2024-06-17,2,3489.17,3445.01,4.0,1744.58,True,437
16214,30786,Canada,2024-12-05,2024-12-05,1,248.26,229.16,2.3,248.26,False,0
16215,30789,Canada,2023-03-31,2023-03-31,1,144.85,125.33,3.9,144.85,False,0
16216,30791,India,2023-09-06,2025-06-13,2,116.16,93.77,2.1,58.08,True,646
16217,30792,Australia,2024-11-16,2025-01-01,2,3100.59,3063.09,3.0,1550.3,True,46
16218,30793,Australia,2025-04-06,2025-04-06,1,887.85,874.52,3.6,887.85,False,0
16219,30794,Canada,2023-06-13,2023-07-27,2,752.5,745.78,1.3,376.25,True,44
16220,30795,USA,2023-06-12,2023-06-12,1,520.17,509.3,3.1,520.17,False,0
16221,30796,Australia,2023-03-03,2023-03-03,1,841.92,832.99,4.6,841.92,False,0
16222,30797,Canada,2025-02-16,2025-02-16,1,692.02,685.05,1.2,692.02,False,0
16223,30798,Australia,2024-12-04,2024-12-04,1,3205.3,3182.42,4.8,3205.3,False,0
16224,30799,India,2023-12-28,2023-12-28,1,388.72,379.33,4.5,388.72,False,0
16225,30800,USA,2023-12-04,2023-12-04,1,1079.94,1058.59,3.0,1079.94,False,0
16226,30803,India,2023-02-15,2023-02-15,1,1286.68,1284.35,1.7,1286.68,False,0
16227,30804,UK,2023-09-29,2024-10-03,5,3648.5,3571.74,3.38,729.7,True,370
16228,30805,Germany,2024-05-18,2024-05-18,1,2018.9,2013.95,1.4,2018.9,False,0
16229,30806,Canada,2024-01-28,2024-01-28,1,263.67,257.9,4.4,263.67,False,0
16230,30808,Germany,2023-04-26,2024-08-22,3,1389.77,1351.49,1.3666666666666665,463.26,True,484
16231,30809,Australia,2023-04-21,2023-04-21,1,448.22,427.11,3.5,448.22,False,0
16232,30810,UK,2023-04-24,2023-04-24,1,1541.44,1529.08,3.0,1541.44,False,0
16233,30811,UAE,2023-10-21,2023-10-21,1,334.04,324.98,4.1,334.04,False,0
16234,30812,USA,2023-01-01,2023-05-14,2,599.92,570.47,3.45,299.96,True,133
16235,30813,USA,2024-10-18,2025-05-15,2,65.02,19.72,1.7000000000000002,32.51,True,209
16236,30814,Canada,2023-03-01,2023-03-01,1,671.14,668.8,3.8,671.14,False,0
16237,30815,Australia,2024-08-20,2024-10-25,2,1442.51,1416.99,3.3,721.26,True,66
16238,30816,USA,2023-02-23,2025-06-17,4,2695.62,2659.59,2.45,673.9,True,845
16239,30817,Australia,2023-01-18,2023-01-18,1,572.7,559.88,4.1,572.7,False,0
16240,30819,UK,2023-03-31,2025-03-30,3,2613.22,2557.3,2.766666666666667,871.07,True,730
16241,30820,UAE,2023-03-26,2023-10-18,2,250.11,227.38,2.35,125.06,True,206
16242,30822,UK,2024-08-28,2024-08-28,1,1587.54,1582.03,1.1,1587.54,False,0
16243,30823,Australia,2023-01-16,2025-04-03,4,1080.38,1036.75,1.875,270.09,True,808
16244,30825,India,2025-01-31,2025-01-31,1,1963.5,1956.33,4.4,1963.5,False,0
16245,30826,USA,2023-04-23,2024-09-09,3,4337.36,4295.7,4.1000000000000005,1445.79,True,505
16246,30827,Australia,2024-02-23,2024-02-23,1,1352.34,1327.52,3.3,1352.34,False,0
16247,30828,Germany,2024-02-12,2024-02-12,1,641.84,628.99,1.7,641.84,False,0
16248,30829,Australia,2023-07-20,2024-05-07,2,2608.58,2577.76,4.1,1304.29,True,292
16249,30830,Canada,2023-11-23,2023-11-23,1,615.02,604.34,2.2,615.02,False,0
16250,30831,UAE,2024-07-28,2024-07-28,1,76.56,63.34,1.7,76.56,False,0
16251,30833,Germany,2023-05-30,2024-11-28,2,841.28,810.61,2.3,420.64,True,548
16252,30834,Australia,2023-06-02,2025-02-05,3,3287.29,3261.0,2.5,1095.76,True,614
16253,30835,India,2024-11-15,2025-05-08,3,5068.24,5018.17,3.9333333333333336,1689.41,True,174
16254,30836,Australia,2023-09-24,2023-10-29,4,2854.14,2787.96,3.225,713.54,True,35
16255,30837,UAE,2025-04-20,2025-04-20,1,647.76,629.46,1.9,647.76,False,0
16256,30839,UK,2024-10-15,2024-10-15,1,39.42,30.85,1.6,39.42,False,0
16257,30840,Australia,2023-06-08,2023-06-08,1,1380.06,1373.24,1.4,1380.06,False,0
16258,30841,UK,2023-03-31,2024-09-17,3,3409.2,3369.49,2.6333333333333333,1136.4,True,536
16259,30842,Australia,2024-03-09,2024-03-09,1,169.89,155.84,3.9,169.89,False,0
16260,30843,UK,2023-04-13,2025-03-25,2,349.91,311.78,1.65,174.96,True,712
16261,30847,India,2023-03-08,2023-03-08,1,2953.2,2950.21,1.4,2953.2,False,0
16262,30848,USA,2023-09-13,2024-10-04,2,1379.26,1360.47,2.7,689.63,True,387
16263,30849,Australia,2023-04-28,2024-01-13,2,2843.68,2824.13,2.95,1421.84,True,260
16264,30850,Canada,2023-04-15,2024-11-05,2,353.44,318.64,2.45,176.72,True,570
16265,30851,UAE,2023-08-19,2023-08-19,1,165.48,155.75,4.1,165.48,False,0
16266,30852,UAE,2023-04-29,2024-02-16,3,3760.82,3706.98,3.4,1253.61,True,293
16267,30853,India,2025-01-31,2025-01-31,1,1101.39,1093.55,1.2,1101.39,False,0
16268,30854,UK,2024-03-10,2024-12-01,2,2953.3,2927.0,1.9,1476.65,True,266
16269,30855,USA,2023-06-26,2025-03-30,2,1944.44,1932.36,3.55,972.22,True,643
16270,30857,UK,2023-03-06,2024-02-29,2,251.76,214.24,3.1,125.88,True,360
16271,30858,Canada,2023-06-05,2023-10-31,2,3045.52,3014.94,1.9500000000000002,1522.76,True,148
16272,30860,USA,2025-03-19,2025-03-19,1,258.92,242.56,3.4,258.92,False,0
16273,30861,UK,2023-04-04,2024-11-15,3,5939.52,5897.6,2.9,1979.84,True,591
16274,30863,India,2024-07-28,2024-11-03,2,3375.66,3349.35,3.4,1687.83,True,98
16275,30866,UAE,2024-01-12,2024-07-26,3,1063.41,1004.61,2.3333333333333335,354.47,True,196
16276,30867,UK,2023-08-22,2025-01-31,3,3980.12,3935.21,2.5,1326.71,True,528
16277,30868,USA,2025-04-23,2025-04-23,1,2416.52,2392.97,4.6,2416.52,False,0
16278,30869,Australia,2023-04-20,2025-03-31,3,3115.73,3069.69,3.3333333333333335,1038.58,True,711
16279,30870,Canada,2023-07-03,2023-07-03,1,622.85,608.64,1.5,622.85,False,0
16280,30871,Canada,2025-05-08,2025-05-08,1,1589.4,1586.16,2.6,1589.4,False,0
16281,30872,UK,2023-10-06,2024-11-14,2,4357.08,4338.7,1.7999999999999998,2178.54,True,405
16282,30873,Australia,2023-01-05,2025-03-12,4,4785.27,4740.91,3.625,1196.32,True,797
16283,30874,UK,2023-10-07,2024-11-15,2,2691.2,2681.69,3.05,1345.6,True,405
16284,30875,India,2023-11-16,2023-11-16,1,199.94,184.47,2.3,199.94,False,0
16285,30876,UAE,2025-01-19,2025-01-19,1,538.6,536.02,3.1,538.6,False,0
16286,30877,USA,2023-02-01,2023-12-09,2,1887.52,1857.41,1.85,943.76,True,311
16287,30878,Australia,2023-03-18,2025-03-09,2,105.06,72.62,3.25,52.53,True,722
16288,30879,UAE,2024-10-16,2024-12-16,3,2436.37,2411.16,4.2,812.12,True,61
16289,30880,UK,2024-03-01,2025-05-12,3,4277.4,4255.79,2.6333333333333333,1425.8,True,437
16290,30882,UAE,2023-02-24,2023-02-24,1,376.5,358.9,1.5,376.5,False,0
16291,30883,Germany,2024-03-02,2024-10-31,3,3146.85,3108.8,3.9333333333333336,1048.95,True,243
16292,30884,Canada,2024-02-18,2024-02-18,1,614.36,591.93,1.4,614.36,False,0
16293,30885,Germany,2024-11-21,2025-05-07,2,2631.2,2601.78,4.25,1315.6,True,167
16294,30887,Australia,2024-10-24,2025-02-28,2,3319.72,3299.3,2.85,1659.86,True,127
16295,30888,Canada,2023-01-14,2023-05-11,3,5938.44,5884.35,1.8666666666666665,1979.48,True,117
16296,30889,UK,2023-09-09,2024-03-06,4,8577.03,8516.78,2.775,2144.26,True,179
16297,30890,Canada,2023-04-18,2023-04-18,1,390.46,367.29,4.6,390.46,False,0
16298,30891,USA,2025-06-17,2025-06-17,1,174.98,153.08,4.2,174.98,False,0
16299,30892,UAE,2023-07-25,2024-01-04,2,2249.5,2236.62,4.199999999999999,1124.75,True,163
16300,30893,Australia,2023-11-16,2024-11-14,3,3048.54,3017.68,3.6,1016.18,True,364
16301,30894,India,2023-03-20,2023-03-20,1,90.91,79.37,4.8,90.91,False,0
16302,30895,USA,2024-01-17,2024-01-17,1,292.8,285.8,1.2,292.8,False,0
16303,30896,Australia,2023-03-03,2023-08-28,2,1656.64,1631.92,3.65,828.32,True,178
16304,30897,USA,2023-02-10,2023-02-10,1,799.41,779.69,4.8,799.41,False,0
16305,30898,UAE,2024-09-03,2024-10-12,2,2157.95,2144.05,3.05,1078.97,True,39
16306,30899,Australia,2023-05-12,2023-05-12,1,1120.82,1108.61,3.6,1120.82,False,0
16307,30902,Germany,2024-04-30,2024-04-30,1,1294.5,1281.33,4.0,1294.5,False,0
16308,30903,UK,2023-08-22,2025-03-29,3,1819.94,1790.52,2.8666666666666667,606.65,True,585
16309,30904,UK,2024-05-12,2024-11-08,2,2184.96,2161.76,2.45,1092.48,True,180
16310,30906,UAE,2023-01-20,2025-01-05,3,5258.09,5222.39,3.4,1752.7,True,716
16311,30907,USA,2023-04-09,2024-12-03,3,2322.62,2278.56,2.4,774.21,True,604
16312,30908,USA,2023-04-16,2025-02-12,2,1041.48,1017.99,3.5,520.74,True,668
16313,30909,India,2025-04-14,2025-04-14,1,1570.68,1550.78,1.4,1570.68,False,0
16314,30910,Germany,2023-10-30,2023-10-30,1,1138.74,1116.1,1.4,1138.74,False,0
16315,30911,UK,2023-12-07,2025-03-31,3,4287.92,4239.01,2.5,1429.31,True,480
16316,30912,USA,2023-11-25,2025-02-12,2,407.9,377.78,3.8,203.95,True,445
16317,30913,Germany,2024-12-23,2025-03-15,2,1053.81,1044.33,2.85,526.9,True,82
16318,30914,India,2024-05-17,2024-05-17,1,1946.5,1936.49,1.8,1946.5,False,0
16319,30916,Germany,2024-12-27,2024-12-27,1,369.16,362.51,2.4,369.16,False,0
16320,30917,Canada,2024-05-12,2024-05-12,1,638.46,631.81,3.7,638.46,False,0
16321,30918,Australia,2024-03-20,2025-05-14,2,1187.11,1158.01,2.7,593.55,True,420
16322,30920,Germany,2024-09-07,2024-09-07,1,99.66,89.07,4.6,99.66,False,0
16323,30922,Germany,2023-05-21,2023-05-21,1,2969.16,2964.16,1.7,2969.16,False,0
16324,30923,UK,2023-03-25,2023-03-25,1,2421.1,2416.4,1.5,2421.1,False,0
16325,30924,Canada,2024-11-11,2024-11-11,1,1314.88,1295.97,2.1,1314.88,False,0
16326,30925,Germany,2023-04-14,2025-01-18,3,833.36,783.8,3.233333333333333,277.79,True,645
16327,30926,USA,2024-09-07,2024-09-07,1,558.82,534.1,1.3,558.82,False,0
16328,30927,Germany,2024-02-01,2024-10-03,2,374.28,347.68,2.15,187.14,True,245
16329,30929,Germany,2024-07-24,2024-07-24,1,175.25,169.18,1.7,175.25,False,0
16330,30930,Australia,2024-01-15,2024-01-15,1,796.38,778.95,3.7,796.38,False,0
16331,30932,USA,2023-03-14,2023-12-04,2,2351.77,2324.53,2.5,1175.88,True,265
16332,30934,UAE,2024-04-24,2024-04-24,1,414.68,404.58,1.6,414.68,False,0
16333,30935,Australia,2025-05-16,2025-05-16,1,668.85,658.22,1.3,668.85,False,0
16334,30936,USA,2024-01-20,2024-09-07,3,3916.01,3877.42,4.0,1305.34,True,231
16335,30937,Canada,2024-02-15,2025-02-09,3,814.24,760.51,3.5666666666666664,271.41,True,360
16336,30938,Canada,2023-05-13,2024-12-18,5,9992.31,9926.99,2.48,1998.46,True,585
16337,30940,Australia,2023-05-29,2023-05-29,1,110.07,97.39,4.3,110.07,False,0
16338,30941,India,2024-03-15,2024-06-30,3,2476.84,2462.05,3.266666666666666,825.61,True,107
16339,30942,Canada,2023-01-08,2025-05-21,3,2676.78,2621.17,2.3666666666666667,892.26,True,864
16340,30943,UK,2023-11-16,2025-01-22,2,2712.34,2697.87,2.9,1356.17,True,433
16341,30945,Australia,2024-12-11,2025-04-18,2,1148.96,1114.62,2.4000000000000004,574.48,True,128
16342,30946,UAE,2023-11-20,2024-11-01,3,2952.85,2931.3,3.5,984.28,True,347
16343,30950,India,2023-02-15,2025-05-04,3,2815.4,2761.2,3.1999999999999997,938.47,True,809
16344,30951,India,2023-03-01,2025-01-29,2,3134.05,3106.63,2.5,1567.02,True,700
16345,30952,India,2024-12-13,2024-12-13,1,441.45,417.41,1.6,441.45,False,0
16346,30953,UK,2023-02-05,2024-05-03,2,838.64,826.92,2.75,419.32,True,453
16347,30954,India,2023-03-26,2024-12-23,3,3485.27,3446.17,3.3333333333333335,1161.76,True,638
16348,30955,Australia,2023-02-28,2025-04-05,2,1088.84,1048.95,1.8,544.42,True,767
16349,30956,USA,2023-08-05,2023-08-05,1,2784.2,2777.36,4.7,2784.2,False,0
16350,30957,Canada,2024-04-03,2025-02-21,3,2676.45,2630.35,3.3000000000000003,892.15,True,324
16351,30958,Canada,2025-04-04,2025-04-04,1,1023.6,1013.49,2.9,1023.6,False,0
16352,30960,UAE,2024-07-21,2024-07-21,1,368.91,360.79,4.1,368.91,False,0
16353,30961,Canada,2023-01-05,2024-09-13,3,4114.98,4064.31,3.8000000000000003,1371.66,True,617
16354,30962,India,2023-11-26,2023-11-26,1,390.92,370.81,3.0,390.92,False,0
16355,30963,USA,2023-02-27,2023-02-27,1,3026.72,3010.28,3.5,3026.72,False,0
16356,30964,Australia,2023-03-10,2025-01-03,3,4179.8,4133.54,2.1999999999999997,1393.27,True,665
16357,30965,USA,2023-09-27,2023-09-27,1,2716.45,2699.17,3.8,2716.45,False,0
16358,30966,India,2023-07-27,2024-09-15,2,560.5,516.78,4.75,280.25,True,416
16359,30967,Australia,2024-02-03,2024-06-25,2,2315.34,2294.79,4.3,1157.67,True,143
16360,30968,Germany,2023-01-25,2024-11-19,4,6384.67,6345.28,3.075,1596.17,True,664
16361,30969,Canada,2024-04-25,2024-04-25,1,65.43,49.63,1.9,65.43,False,0
16362,30970,Canada,2024-12-03,2024-12-03,1,562.12,552.14,1.4,562.12,False,0
16363,30971,UAE,2023-09-23,2023-09-23,1,1094.5,1072.64,1.9,1094.5,False,0
16364,30973,India,2024-03-02,2024-03-02,1,473.87,455.51,3.7,473.87,False,0
16365,30974,USA,2023-10-08,2023-11-15,2,1913.02,1890.31,1.95,956.51,True,38
16366,30975,UK,2024-02-20,2025-01-14,2,480.91,444.99,4.05,240.46,True,329
16367,30977,India,2024-09-13,2024-09-13,1,1005.36,982.44,3.5,1005.36,False,0
